COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,BIC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA
EF,8725,908300,"FINDESA, ENTIDAD DE FINANCIACION, S.A.","FINDESA, ENTIDAD DE FINANCIACION, S.A.",,A08150492,CL,TALLERS,61,,8001,BARCELONA,,ES,,0,,0,,08/01/1986,.,0000,06/03/2008,30/12/1963,,8,,N,,,,,,,,,9,,"FINDESA, E.F., S.A.",FINDESA
EF,8726,908300,"FINANCIACIONES AGRICOLAS E INDUSTRIALES, E.F.,S.A.","FINANCIACIONES AGRICOLAS E INDUSTRIALES, ENTIDAD DE FINANCIACION, S.A.",,A28680940,CL,TOLEDO,94,BAJO,28005,MADRID,,ES,,912654848,,0,,08/11/1993,POR DISOLUCION,0000,06/03/2008,25/02/1981,,28,,N,,,,,,,,,12,,FINANCIACIONES AGRICOLAS E INDUS.,FAISA
EF,8727,908300,"FINANCIERA DE DESARROLLO Y CREDITO, S.A.F.","FINANCIERA DE DESARROLLO Y CREDITO, SOCIEDAD ANONIMA DE FINANCIACION",,A08207086,ZZ,GRAN VIA GERMANIAS,18-20,,46006,VALENCIA,,ES,,0,,0,,19/08/1991,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 27.3.1991,0000,06/03/2008,17/01/1967,,46,,N,,,,,,,,,15,,FINANCIERA DE DESARROLLO Y CREDITO,F DESAR CDTO
EF,8728,908300,"PRESYDES, SOCIEDAD ANONIMA DE FINANCIACION","PRESYDES, SOCIEDAD ANONIMA DE FINANCIACION",,A08706632,CL,MAYOR,21-23,BAJOS,8930,SAN ADRIAN DEL BESOS,BARCELONA,ES,,933810516,,0,,02/02/1994,POR FUSION POR ABSORCION POR,8449,06/03/2008,21/07/1981,,8,,N,,,,,,,,,9,"DESCOM, ENTIDAD DE FINANCIACION, S.A.","PRESYDES, S.A.F.",PRESYDES
EF,8729,908300,"FINANCIERA TARKIS, S.A., ENTIDAD DE FINANCIACION","FINANCIERA TARKIS, S.A., ENTIDAD DE FINANCIACION",,A99015117,CL,FERNANDO MACIAS,1,,15004,LA CORUÑA,,ES,,0,,0,,04/02/1985,.,0000,06/03/2008,02/07/1981,,15,,N,,,,,,,,,11,,"FINANCIERA TARKIS, S.A., E.F.",FINTARSA
EF,8730,908300,"INSTITUTO HIPOTECARIO ESPAÑOL, S.A., E.F.","INSTITUTO HIPOTECARIO ESPAÑOL, S.A., ENTIDAD DE FINANCIACION",,A08323495,AV,DIAGONAL,472-476,PL. 3,8006,BARCELONA,,ES,,934161783,,934158773,,14/12/1995,POR DISOLUCION,0000,06/03/2008,13/08/1973,,8,,N,,,,,,,,,9,,"INSTITUTO HIPOTECARIO ESPAÑOL, S.A.",INS.HIP.ESPAÑOL
EF,8731,908300,"FIVA, ENTIDAD DE FINANCIACION, SOCIEDAD ANONIMA","FIVA, ENTIDAD DE FINANCIACION, SOCIEDAD ANONIMA",,A31101892,AV,GUIPUZCOA,KM. 4,,31195,BERRIOZAR,NAVARRA,ES,,0,,0,,18/09/1984,.,0000,06/03/2008,02/09/1981,,31,,N,,,,,,,,,14,,"FIVA, ENTIDAD DE FINANCIACION, S.A.",FIVASA
EF,8732,908300,"COMPAÑIA FINANCIERA COMARCAL, S.A.","COMPAÑIA FINANCIERA COMARCAL, S.A.",,A08423790,AV,GENERALITAT,,PASAJE UNION PAPIOL,8001,BARCELONA,,ES,,0,,0,,26/10/1982,.,0000,06/03/2008,18/09/1976,,8,,N,,,,,,,,,9,,COMPAÑIA FINANCIERA COMARCAL,COFICOMSA
EF,8733,908300,"SOCIEDAD ANONIMA LA PAZ, ENTIDAD DE FINANCIACION","SOCIEDAD ANONIMA LA PAZ, ENTIDAD DE FINANCIACION",,A18025577,CL,ALCAICERIA,6,PL. 1,18001,GRANADA,,ES,,9580000000,,0,,21/07/1994,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 19.11.1993,0000,06/03/2008,24/12/1980,,18,,N,,,,,,,,,1,,"SOCIEDAD ANONIMA LA PAZ, E.F.",SA LA PAZ FI
EF,8736,908300,"COORDINACION FINANCIERA, S.A. ( COFISA )","COORDINACION FINANCIERA, S.A. ( COFISA )",,A08348245,CL,BALMES,357,,8006,BARCELONA,,ES,,0,,0,,01/03/1984,.,0000,06/03/2008,11/03/1974,,8,,N,,,,,,,,,9,,"COORDINACION FINANCIERA, S.A.",COFISA
EF,8737,908300,"DESARROLLO PIRENAICO, S.A.","DESARROLLO PIRENAICO, S.A.",,A08412173,CL,BALMES,357,,8006,BARCELONA,,ES,,0,,0,,09/05/1986,POR REVOCACION DE AUTORIZACION,0000,06/03/2008,05/11/1975,,8,,N,,,,,,,,,9,,"DESARROLLO PIRENAICO, S.A.",DESPIRSA
EF,8738,908300,"INSTITUTO FINANCIERO DE CREDITO, E.F., S.A.","INSTITUTO FINANCIERO DE CREDITO, ENTIDAD DE FINANCIACION, S.A.",,A99015125,CL,SAN ANASTASIO,16,,8911,BADALONA,BARCELONA,ES,,0,,0,,11/04/1984,POR REVOCACION DE AUTORIZACION,0000,06/03/2008,14/01/1980,,8,,N,,,,,,,,,9,,INSTITUTO FINANCIERO DE CREDITO,INSFICRESA
EF,8740,908300,SOCIEDAD DE FINANCIACION E INVERSIONES FINANCIERAS,"SOCIEDAD DE FINANCIACION E INVERSIONES FINANCIERAS, S.A.",,A28832715,ZZ,FINCA EL RINCON,,URB. MONTE PRINCIPE,28620,ALDEA DEL FRESNO,MADRID,ES,,0,,0,,19/08/1991,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 27.03.1991,0000,06/03/2008,23/06/1981,,28,,N,,,,,,,,,12,,SDAD. FINAN. E INVER. FINANCIERAS,FIN INV FINA
EF,8741,908300,"COFINARSA, ENTIDAD DE FINANCIACION, S.A.","COFINARSA, ENTIDAD DE FINANCIACION, SOCIEDAD ANONIMA",,A50065077,CL,COSO,126,"PL. 3, PT. D",50001,ZARAGOZA,,ES,,0,,0,,09/05/1986,POR REVOCACION DE AUTORIZACION,0000,06/03/2008,23/07/1981,,50,,N,,,,,,,,,2,,"COFINARSA, E.F., S.A.",COFINARSA
EF,8742,908300,"CREDITO HISPANICO TERRITORIAL, S.A.","CREDITO HISPANICO TERRITORIAL, S.A.",,A99015133,CL,MANUEL SILVELA,9,,28010,MADRID,,ES,,0,,0,,01/08/1985,.,0000,06/03/2008,08/12/1947,,28,,N,,,,,,,,,12,,"CREDITO HISPANICO TERRITORIAL, S.A.",CREHISTESA
EF,8743,908300,"COMPAÑIA FINANCIERA NASHUA SPAIN, S.A.","COMPAÑIA FINANCIERA NASHUA SPAIN, S.A.",,A08715963,CL,ROCAFORT,66,,8015,BARCELONA,,ES,,933259508,,0,,05/08/1991,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,10/12/1981,,8,,N,,,,,,,,,9,,COMPAÑIA FINANCIERA NASHUA SPAIN,NASHUA SPAIN
EF,8744,908300,"ENTIDAD DE FINANCIACION INMOBILIARIA, S.A.","ENTIDAD DE FINANCIACION INMOBILIARIA, S.A.",,A28731115,AV,MENENDEZ PELAYO,7-9,,28009,MADRID,,ES,,0,,0,,09/10/1990,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,27/11/1981,,28,,N,,,,,,,,,12,,ENTIDAD FINANCIACION INMOBILIARIA,ENT FIN INMO
EF,8745,908300,"CENTRAL LERIDANA DE CREDITO S.A., E.F.","CENTRAL LERIDANA DE CREDITO, S.A., ENTIDAD DE FINANCIACION",,A25008194,CL,PARTIDA BOVAR,7,,25191,LERIDA,,ES,,973247250,,973230127,,06/05/1996,POR CAMBIO DE OBJETO SOCIAL,0000,31/08/2000,05/06/1968,,25,,N,,,,,,,,,9,,"CENTRAL LERIDANA DE CREDITO, S.A.",CLC
EF,8746,908300,"FINANCIERA BANZANO, ENTIDAD DE FINANCIACION, S.A.","FINANCIERA BANZANO, ENTIDAD DE FINANCIACION, S.A. ( FIBANZANO )",,A50066307,PS,CASTELLANA,89,,28046,MADRID,,ES,,915561111,,915972186,,02/01/1997,"RD 692/1996, 26 DE ABRIL (D.T.4ª) Y DISOLUCION CESION ACTIVOS Y PASIVO",0103,31/08/2000,17/09/1981,,28,,N,,,,,,,,,12,"BANCO ZARAGOZANO, S.A.","FINANCIERA BANZANO, E.F., S.A.",FIBANZANO
EF,8747,908300,"FINANCIERA DE CONCESIONARIOS, S.A., E.F.","FINANCIERA DE CONCESIONARIOS, SOCIEDAD ANONIMA, ENTIDAD DE FINANCIACION",,A28724896,PS,CASTELLANA,278,,28046,MADRID,,ES,,0,,0,,30/12/1987,POR FUSION POR ABSORCION POR,8307,06/03/2008,23/10/1981,,28,,N,,,,,,,,,12,"FINANCIERA SEAT, S.A.","FINANCIERA DE CONCESIONARIOS, S.A.",FICONSA
EF,8748,908300,"ENTIDAD RIOJANA DE FINANCIACION, S.A.","ENTIDAD RIOJANA DE FINANCIACION, S.A.",,A26019927,ZZ,GRAN VIA,40,ENTRESUELO,26002,LOGROÑO,LA RIOJA,ES,,0,,0,,17/05/1984,.,0000,06/03/2008,13/07/1980,,26,,N,,,,,,,,,17,,ENTIDAD RIOJANA DE FINANCIACION,FINRIOJA
EF,8750,908300,"COMPAÑIA ALICANTINA DE CREDITO E INVERSION, S.A.","COMPAÑIA ALICANTINA DE CREDITO E INVERSION, S.A., ENTIDAD DE FINANCIACION",,A03106630,AV,JUAN CARLOS I,83,,3440,IBI,ALICANTE,ES,,965552614,,0,,04/11/1991,ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 27.03.1991,0000,06/03/2008,27/10/1981,,3,,N,,,,,,,,,15,,CIA. ALICANTINA DE CTO. E INVERSION,ALI CDTO INV
EF,8751,908300,"FILO LERIDA, SOCIEDAD ANONIMA DE FINANCIACION","FILO LERIDA, SOCIEDAD ANONIMA DE FINANCIACION",,A25025941,PZ,SAN JUAN,18,,25007,LERIDA,,ES,,0,,0,,22/05/1987,.,0000,06/03/2008,16/09/1981,,25,,N,,,,,,,,,9,,"FILO LERIDA, S.A.F.",FILOLERIDA
EF,8752,908300,"ENTIDAD DE FINANCIACION DE CREDITOS FRANCO, S.A.","ENTIDAD DE FINANCIACION DE CREDITOS FRANCO, S.A. (CREDIFRANSA)",,A29077492,PS,REDING,21,,29016,MALAGA,,ES,,952226994,,0,,22/12/1993,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,21/08/1981,,29,,N,,,,,,,,,1,,"E.F. DE CREDITOS FRANCO, S.A.",CREDIFRANSA
EF,8754,908300,ENTIDAD DE FINANCIACION FISEAT BIENES DE EQUIPO,ENTIDAD DE FINANCIACION FISEAT BIENES DE EQUIPO,,A99015158,CL,VELAZQUEZ,36,,28001,MADRID,,ES,,0,,0,,30/12/1987,POR FUSION POR ABSORCION POR,8307,06/03/2008,30/07/1982,,28,,N,,,,,,,,,12,"FINANCIERA SEAT, S.A.","E.F. FISEAT BIENES DE EQUIPO, S.A.",FISEATBEQUIP
EF,8755,908300,"ALBACETENSE DE CREDITO, E.F., S.A.","ALBACETENSE DE CREDITO, ENTIDAD DE FINANCIACION, S.A.",,A02015162,AV,ESPAÑA,39,,2002,ALBACETE,,ES,,0,,0,,21/05/1984,.,0000,06/03/2008,15/05/1982,,2,,N,,,,,,,,,8,,"ALBACETENSE DE CREDITO, E.F., S.A.",ALBACRESA
EF,8756,908300,"FIDARE, COMPAÑIA DE FINANCIACION, S.A.","FIDARE, COMPAÑIA DE FINANCIACION, S.A.",,A08750572,ZZ,VIA AUGUSTA,13-15,,8006,BARCELONA,,ES,,0,,0,,11/05/1992,POR CAMBIO DE OBJETO SOCIAL,0000,31/08/2000,19/05/1982,,8,,N,,,,,,,,,9,,"FIDARE, C.F., S.A.",FIDARE FINAN
EF,8757,908300,"CERVENT, S.A., ENTIDAD DE FINANCIACION","CERVENT, S.A., ENTIDAD DE FINANCIACION",,A28765568,CL,SERRANO,43,,28001,MADRID,,ES,,914350592,,0,,12/12/1991,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,20/04/1982,,28,,N,,,,,,,,,12,,"CERVENT, S.A., E.F.",CERVENT FINA
EF,8758,908300,"EMPRESA GENERAL DE FINANCIACION, S.A.","EMPRESA GENERAL DE FINANCIACION, S.A.",,A28751790,CL,PEDRO TEIXEIRA,10,,28020,MADRID,,ES,,914566920,,0,,07/06/1991,POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 27.03.1991,0000,06/03/2008,05/03/1982,,28,,N,,,,,,,,,12,,EMPRESA GENERAL DE FINANCIACION,EMPRESA GRAL
EF,8759,908300,"CAPIRE, ENTIDAD DE FINANCIACION, S.A.","CAPIRE, ENTIDAD DE FINANCIACION, S.A.",,A28799179,CL,EMPECINADO,3,,28100,ALCOBENDAS,MADRID,ES,,916531557,,0,,01/02/1991,POR CAMBIO DE OBJETO SOCIAL,0000,31/08/2000,04/11/1982,,28,,N,,,,,,,,,12,,"CAPIRE, E.F., S.A.",CAPIRE FINAN
EF,8760,908300,SOCIEDAD ANONIMA DE FINANCIACION INVERSKAL,SOCIEDAD ANONIMA DE FINANCIACION INVERSKAL,,A38033817,CL,GENERAL MOLA,51,,38700,SANTA CRUZ DE LA PALMA,SANTA CRUZ DE TENERIFE,ES,,922563990,,0,,07/03/1994,A PETICION PROPIA,0000,06/03/2008,12/11/1982,,38,,N,,,,,,,,,5,,S.A.F. INVERSKAL,INVERSKAL FI
EF,8761,908300,"ENTIDAD DE FINANCIACION CREDITO SALAMANCA, S.A.","ENTIDAD DE FINANCIACION CREDITO SALAMANCA, S.A.",,A99015166,CL,INFANTAS,16,,28922,ALCORCON,MADRID,ES,,0,,0,,09/05/1985,.,0000,06/03/2008,18/11/1982,,28,,N,,,,,,,,,12,,E.F. CREDITO SALAMANCA,CREDSALSA
EF,8762,908300,"CORPORACION FINANCIERA ARIEL, E.F., S.A.","CORPORACION FINANCIERA ARIEL, ENTIDAD DE FINANCIACION, S.A.",,A08759631,CL,MUNTANER,260,EMTRESUELO-3,8021,BARCELONA,,ES,,0,,0,,06/12/1983,.,0000,06/03/2008,01/12/1981,,8,,N,,,,,,,,,9,,"CORPORACION FINANCIERA ARIEL, E.F.",COFIARSA
EF,8763,908300,"CANVER, COMPAÑIA DE FINANCIACION, S.A.","CANVER, COMPAÑIA DE FINANCIACION, S.A.",,A08886616,PZ,CATALUÑA,6,,8191,RUBI,BARCELONA,ES,,0,,0,,04/03/1994,POR DISOLUCION,0000,06/03/2008,11/04/1983,,8,,N,,,,,,,,,9,,"CANVER, CIA. FINANCIACION, S.A.",CANVER FINAN
EF,8764,908300,"PROGRESO DE FINANCIACIONES, S.A., SDAD. FIN.","PROGRESO DE FINANCIACIONES, S.A., SOCIEDAD DE FINANCIACION",,A28858694,CL,PRINCIPE DE VERGARA,131,,28002,MADRID,,ES,,910000000,,0,,03/03/1994,POR DISOLUCION Y ADJUDICACION DE SU ACTIVO A,0112,31/08/2000,29/07/1983,,28,,N,,,,,,,,,12,"BANCO URQUIJO, S.A.","PROGRESO DE FINANCIACIONES, S.A.",PROGRESO FIN
EF,8765,908300,"FINANCIERA MERCURIO, ENTIDAD DE FINANCIACION, S.A.","FINANCIERA MERCURIO, ENTIDAD DE FINANCIACION, S.A.",,A08311656,PS,MANRESA,29-37,,8201,SABADELL,BARCELONA,ES,,937104800,,0,,17/05/1993,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,06/11/1972,,8,,N,,,,,,,,,9,,"FINANCIERA MERCURIO, E.F., S.A.",MERCURIO FIN
EF,8766,908300,"FINANCIERA CUZCO, S.A., ENTIDAD DE FINANCIACION","FINANCIERA CUZCO, S.A., ENTIDAD DE FINANCIACION",,A99015174,PS,CASTELLANA,141,,28046,MADRID,,ES,,0,,0,,11/12/1986,.,0000,06/03/2008,17/11/1983,,28,,N,,,,,,,,,12,,"FINANCIERA CUZCO, S.A., E.F.",FINA. CUZCO
EF,8767,908300,"FINANCIERA MADRID, S.A., E.F.","FINANCIERA MADRID, S.A., ENTIDAD DE FINANCIACION",,A28367225,PS,CASTELLANA,198,,28046,MADRID,,ES,,912594407,,914579014,,17/05/1993,POR CAMBIO OBJETO SOCIAL,0000,06/03/2008,16/11/1983,,28,,N,,,,,,,,,12,,"FINANCIERA MADRID, S.A., E.F.",FINANMADRID
EF,8770,908300,"ENTIDAD DE FINANCIACION EFINEN, S.A.","ENTIDAD DE FINANCIACION EFINEN, S.A.",,A28931137,AV,BURGOS,25,,28036,MADRID,,ES,,913027098,,917666477,,12/01/1996,POR CAMBIO DE OBJETO SOCIAL,0000,31/08/2000,11/04/1984,,28,,N,,,,,,,,,12,,ENTIDAD DE FINANCIACION EFINEN,EFINEN
EF,8771,908300,"PROASER, ENTIDAD DE FINANCIACION, S.A.","PROASER, ENTIDAD DE FINANCIACION, S.A.",,A28933877,CL,FORTUNY,37,,28010,MADRID,,ES,,0,,0,,18/03/1987,.,0000,06/03/2008,21/05/1984,,28,,N,,,,,,,,,12,,"PROASER, E.F., S.A.",PROASERSA
EF,8772,908300,ENTIDAD DE FINANCIACION E INVERSIONES DE MADRID,"ENTIDAD DE FINANCIACION E INVERSIONES DE MADRID, S.A.",,A99015182,CL,ESPALTER,17,BAJO,28014,MADRID,,ES,,0,,0,,26/02/1987,.,0000,06/03/2008,24/04/1974,,28,,N,,,,,,,,,12,,"E.F. E INVERSIONES DE MADRID, S.A.",FINVMADRID
EF,8774,908300,"FUBEL, S.A., ENTIDAD DE FINANCIACION","FUBEL, S.A., ENTIDAD DE FINANCIACION",,A08972127,CL,MARQUES DE MONTROY,59,PL. 4- 1,8912,BADALONA,BARCELONA,ES,,932125300,,0,,03/03/1994,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,22/01/1985,,8,,N,,,,,,,,,9,,"FUBEL, S.A., E.F.",FUBEL SA FIN
EF,8775,908300,"URQUIJO FINANCIACION, SOCIEDAD ANONIMA, E.F.","URQUIJO FINANCIACION, SOCIEDAD ANONIMA, E.F.",,A08972804,CL,SOL,S/N,,28760,TRES CANTOS,MADRID,ES,,918073000,,918073301,,03/03/1994,POR DISOLUCION,0000,18/10/2000,04/02/1985,,28,,N,,,,,,,,,12,,"URQUIJO FINANCIACION, S.A., E.F.",URQUIJO FINANCI
EF,8777,908300,"DAF, COMPAÑIA DE FINANCIACION, S.A.","DAF, COMPAÑIA DE FINANCIACION, S.A.",,A78096690,AV,INGENIERO TORRES QUEVEDO,S/N,"CTRA.M-BARNA,KM.13,3",28022,MADRID,,ES,,917473999,,917478116,,26/05/1994,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,07/11/1985,,28,,N,,,,,,,,,12,,"DAF, COMPAÑIA DE FINANCIACION, S.A.",DAF CIA FINA
EF,8779,908300,"COMPAÑIA DE FINANCIACION MYRIAM, S.A.","COMPAÑIA DE FINANCIACION MYRIAM, S.A.",,A28670370,CL,HUERTO PEDRERO,36,,13610,CAMPO DE CRIPTANA,CIUDAD REAL,ES,,0,,0,,05/01/1990,A PETICION PROPIA,0000,06/03/2008,01/08/1986,,13,,N,,,,,,,,,8,,COMPAÑIA DE FINANCIACION MYRIAM,MYRIAM FINA
EF,8782,908300,"FINANCIACION Y CREDITOS VALENCIA, S.A., C.F.","FINANCIACION Y CREDITOS VALENCIA, S.A., COMPAÑIA DE FINANCIACION",,A46451852,CL,PADRE VIÑAS,18,,46019,VALENCIA,,ES,,963748211,,0,,06/05/1991,POR LIQUIDACION,0000,06/03/2008,09/03/1988,,46,,N,,,,,,,,,15,,FINANCIACION Y CREDITOS VALENCIA,VALENCIA FIN
EF,8783,908300,"CONAFIN, SOCIEDAD ANONIMA DE FINANCIACION","CONAFIN, SOCIEDAD ANONIMA DE FINANCIACION",,A58508631,CL,CONDE DE URGEL,257,ENTLO.,8036,BARCELONA,,ES,,934052233,,934309648,,10/02/1992,POR CAMBIO DE OBJETO SOCIAL,0000,31/08/2000,05/02/1988,,8,,N,,,,,,,,,9,,"CONAFIN, S.A.F.",CONAFINSA
EF,8784,908300,"FIMESTIC, S.A., ENTIDAD DE FINANCIACION","FIMESTIC, S.A., ENTIDAD DE FINANCIACION",,A78650348,CL,RETAMA,3,PL. 3 - 2,28045,MADRID,,ES,,913370700,,914483736,,02/01/1996,POR TRANSFORMACION EN,0225,06/03/2008,04/02/1988,,28,,N,,,,,,,,,12,"BANCO FIMESTIC, S.A.","FIMESTIC, S.A., E.F.",FIMESTIC
EF,8785,908300,"FINANCIERA SCANIA, ENTIDAD DE FINANCIACION, S.A.E.","FINANCIERA SCANIA, ENTIDAD DE FINANCIACION, S.A.E.",,A78803822,CL,MAR MEDITERRANEO,20,POLG. S. FERNANDO I,28850,SAN FERNANDO DE HENARES,MADRID,ES,,916764912,,0,,15/09/1993,A PETICION PROPIA,0000,06/03/2008,13/04/1988,,28,,N,,,,,,,,,12,,"FINANCIERA SCANIA, E.F., S.A.E.",SCANIA
EF,8786,908300,"COMPAÑIA DE FINANCIACION FICA, S.A.","COMPAÑIA DE FINANCIACION FICA, S.A.",,A78800885,CL,DOCTOR ESQUERDO,183,,28007,MADRID,,ES,,915017718,,915018211,,03/05/1994,POR REVOCACION DE AUTORIZACION,0000,06/03/2008,24/03/1988,,28,,N,,,,,,,,,12,,"COMPAÑIA DE FINANCIACION FICA, S.A.",FICA
EF,8787,908300,"IBERCREDITO, ENTIDAD DE FINANCIACION, S.A.","IBERCREDITO, ENTIDAD DE FINANCIACION, SOCIEDAD ANONIMA",,A58702895,CL,LAUREANO MIRO,146,,8950,ESPLUGUES DE LLOBREGAT,BARCELONA,ES,,933713050,,933717845,,04/04/1994,DISOLUCION Y CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,02/06/1988,,8,,N,,,,,,,,,9,,"IBERCREDITO, E.F., S.A.",IBERCREDITO
EF,8790,908300,"MARCH FINANCIACIONES, S.A., SDAD. DE FINANCIACION","MARCH FINANCIACIONES, S.A., SOCIEDAD DE FINANCIACION",,A07298656,AV,ALEJANDRO ROSSELLO,8,,7002,PALMA DE MALLORCA,BALEARES,ES,,971461500,,0,,10/02/1994,CESION  GLOBAL DE ACTIVO Y PASIVO,0061,06/03/2008,14/07/1988,,7,,N,,,,,,,,,4,"BANCA MARCH, S.A.","MARCH FINANCIACIONES, S.A., S.F.",MARCH FINAN.
EF,8792,908300,"COFIBER FINANCIERA, ENTIDAD DE FINANCIACION, S.A.","COFIBER FINANCIERA, ENTIDAD DE FINANCIACION, S.A.",,A79352282,PZ,CANOVAS DEL CASTILLO,4,PL. 7,28014,MADRID,,ES,,914295145,,914202174,,02/10/1995,POR FUSION POR ABSORCION POR,4836,06/03/2008,01/02/1990,,28,,N,,,,,,,,,12,"COFIBER LEASING, SOCIEDAD DE ARRENDAMIENTO FINANCIERO, S.A.","COFIBER FINANCIERA, E.F., S.A.",COFIBER
EF,8794,908300,"FINEX ESPAÑA, ENTIDAD DE FINANCIACION, S.A.","FINEX ESPAÑA, ENTIDAD DE FINANCIACION, S.A.",,A79488623,PS,RECOLETOS,33,,28004,MADRID,,ES,,915811110,,915811160,,10/02/1994,POR DISOLUCION,0000,06/03/2008,28/06/1990,,28,,N,,,,,,,,,12,,"FINEX ESPAÑA, E.F., S.A.",FINESPAÑA
EF,8799,908300,"WHIRLPOOL FINANCIAL CORPORATION ESPAÑA, E.F., S.A.","WHIRLPOOL FINANCIAL CORPORATION ESPAÑA, ENTIDAD DE FINANCIACION, S.A.",,A59848226,CL,DOCTOR TRUETA,50-54,,8005,BARCELONA,,ES,,932210070,,932210571,,02/01/1997,R.D. 692/1996 DE 26 DE ABRIL (D.T. 4) Y CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,02/07/1991,,8,,N,,,,,,,,,9,,WHIRLPOOL FINANCIAL CORPORATION,WHIRLPOOL FIN.
EF,8800,908300,"AROFINANCE, ENTIDAD DE FINANCIACION, S.A.","AROFINANCE, ENTIDAD DE FINANCIACION, S.A.",,A48439871,ZZ,GRAN VIA D.DIEGO LOPEZ DE HARO,35,,48009,BILBAO,VIZCAYA,ES,,944168266,,944166762,,04/11/1996,POR FUSION POR ABSORCION POR,4788,06/03/2008,27/07/1990,,48,,N,,,,,,,,,16,"AROLEASING, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.","AROFINANCE, E.F., S.A.",AROFINANCE
EF,8803,908300,CATERPILLAR FINANCIAL CORPORACION FINANCIERA S.A.,CATERPILLAR FINANCIAL CORPORACION FINANCIERA S.A. ENTIDAD DE FINANCIACION,,A81065567,ZZ,VIA DE LAS DOS CASTILLAS,33,EDIF. 6 - PL. 4,28224,POZUELO DE ALARCON,MADRID,ES,,913512471,,913522609,,03/12/1996,POR FUSION POR ABSORCION POR,4706,06/03/2008,10/02/1995,,28,,N,,,,,,,,,12,"CATERPILLAR FINANCIAL CORPORACION FINANCIERA, SOCIEDAD ANONIMA ESTABLECIMIENTO FINANCIERO CREDITO",CATERPILLAR FINANCIAL CORP. FINANC.,CATERPILLAR
SF,8904,908900,"OLIVETTI FINFACTORING ESPAÑOLA, S.A.","OLIVETTI FINFACTORING ESPAÑOLA, S.A.",,A28742559,CL,RAIMUNDO FERNANDEZ VILLAVERDE,65,,28003,MADRID,,ES,,915566314,,0,,18/10/1993,POR CAMBIO DE OBJETO SOCIAL,0000,06/03/2008,05/02/1982,,28,,N,,,,,,,,,12,,OLIVETTI FINFACTORING ESPAÑOLA,OLIVETTI FAC
SF,8907,908900,"HISPAMER FACTORING, E.F., S.A.","HISPAMER FACTORING, ENTIDAD DE FINANCIACION, S.A.",,A78285228,CL,COSTA BRAVA,10-12,,28034,MADRID,,ES,,913720500,,913720646,,03/10/1996,POR FUSION POR ABSORCION POR,8236,06/03/2008,23/05/1986,,28,,N,,,,,,,,,12,"HISPAMER HIPOTECARIO, SOCIEDAD DE CREDITO HIPOTECARIO, S.A.","HISPAMER FACTORING, E.F., S.A.",HISPAFACTOR
SF,8917,908900,"CAIXAFACTORING, S.A., E.F.","CAIXAFACTORING, SOCIEDAD ANONIMA, ENTIDAD DE FINANCIACION",,A59815258,AV,DIAGONAL,615,,8028,BARCELONA,,ES,,934141599,,934140465,,05/11/1996,POR FUSION POR ABSORCION POR,4767,06/03/2008,19/04/1991,,8,,N,,,,,,,,,9,"CAIXALEASING, S.A., SOCIEDAD DE ARRENDAMIENTO FINANCIERO","CAIXAFACTORING, S.A., E.F.",CAIXAFACTORING
SMMD,4007,904000,"IBERDEALER, S.A.","IBERDEALER, S.A.",,A28757110,CL,VELAZQUEZ,12,,28001,MADRID,,ES,,914355676,,915779945,,11/03/1994,POR CESION DE PATRIMONIO,0086,18/10/2000,31/03/1982,,28,,N,,,,,,,,,12,"BANCO BANIF DE GESTION PRIVADA, S.A.","IBERDEALER, S.A.","IBERDEALER,"
